Pulso_ID,Tiempo_Vuelo_s,Fase_rad,Fase_deg,Indice_Rango_Last,Indice_Rango_Next,Indice_Azimut,Amplitud_Last,Amplitud_Next,Amplitud_Interpolada,Factor_Interpolacion_q,Fase_Compensacion_Real,Fase_Compensacion_Imag,Energia_Acumulada_Real,Energia_Acumulada_Imag,Energia_Acumulada_Magnitud
17,0.000001301503,88696.644831171725,5081943.405796987936,84,85,17,79.000000000001,14.899700043062,34.190251786625,0.699056763283,-0.998233822402,-0.059407371709,-27.053844411474,20.906047445477,34.190251786625
18,0.000001301508,88696.161324629094,5081915.702912728302,84,85,18,79.000000000001,14.899700043062,34.219847839804,0.698595048545,-0.911424195488,0.411468025342,-20.925308437081,27.076363363501,34.219847839804
19,0.000001301529,88695.247537403615,5081863.346761335619,84,85,19,79.000000000001,14.899700043062,34.275781923285,0.697722446022,-0.230843909971,0.972990796066,29.077102675736,18.148039189878,34.275781923285
20,0.000001301534,88695.278633168680,5081865.128417434171,84,85,20,79.000000000001,14.899700043062,34.273878511779,0.697752140291,-0.260983329565,0.965343307683,-25.391663446219,23.020907359922,34.273878511779
21,0.000001301542,88694.460496297426,5081818.252627647482,84,85,21,79.000000000001,14.899700043062,34.323957714880,0.696970877127,0.526174925013,0.850376356849,33.965302831931,4.948967240558,34.323957714880
22,0.000001301551,88694.861619193995,5081841.235276686959,84,85,22,79.000000000001,14.899700043062,34.299404469926,0.697353921278,0.152377360712,0.988322386644,-20.330821807080,27.624388348709,34.299404469926
23,0.000001301561,88694.431002139099,5081816.562736854888,84,85,23,79.000000000001,14.899700043062,34.325763089992,0.696942712281,0.551023579101,0.834489673558,-11.483930778734,32.347756422657,34.325763089992
24,0.000001301592,88693.613042915429,5081769.697125525214,84,85,24,79.000000000001,14.899700043062,34.375831419058,0.696161618759,0.985711920802,0.168439927539,32.601562553075,10.901188231077,34.375831419058
25,0.000001301602,88693.645180652267,5081771.538482208736,84,85,25,79.000000000001,14.899700043062,34.373864227128,0.696192308037,0.979790579880,0.200026047249,-16.334545990709,30.244754077070,34.373864227128
26,0.000001301615,88692.897071326384,5081728.674975221045,84,85,26,79.000000000001,14.899700043062,34.419656954712,0.695477916254,0.854231840987,-0.519892259842,34.143227175201,-4.353484000504,34.419656954712
27,0.000001301629,88693.311755928749,5081752.434652766213,84,85,27,79.000000000001,14.899700043062,34.394273580421,0.695873910879,0.991295348266,-0.131656874130,-19.271215188071,28.488354117076,34.394273580421
28,0.000001301645,88692.964247434560,5081732.523882703856,84,85,28,79.000000000001,14.899700043062,34.415545019311,0.695542064712,0.887203227627,-0.461378838795,-16.285472097801,30.318527957801,34.415545019311
29,0.000001301686,88692.284234428342,5081693.562007433735,84,85,29,79.000000000001,14.899700043062,34.457169484172,0.694892700124,0.399741308696,-0.916627997675,22.634621699919,25.980193020117,34.457169484172
30,0.000001301701,88692.352228868273,5081697.457801871933,84,85,30,79.000000000001,14.899700043062,34.453007457638,0.694957630031,0.461095207888,-0.887350668711,-31.700855043803,13.493165394667,34.453007457638
31,0.000001301720,88691.711287580300,5081660.734571155161,84,85,31,79.000000000001,14.899700043062,34.492240292709,0.694345576186,-0.161008342239,-0.986953045352,27.367963983221,20.993074758671,34.492240292709
32,0.000001301738,88692.177695336970,5081687.457767144777,84,85,32,79.000000000001,14.899700043062,34.463690878064,0.694790962786,0.300002730847,-0.953938342601,-34.127076124428,4.805066506956,34.463690878064
33,0.000001301760,88691.954474595506,5081674.668160759844,84,85,33,79.000000000001,14.899700043062,34.477354504825,0.694577802679,0.081384665025,-0.996682766129,-33.412421279531,8.502827640880,34.477354504825
34,0.000001301812,88691.466046085974,5081646.683268569410,84,85,34,79.000000000001,14.899700043062,34.507251837886,0.694111387809,-0.395813689083,-0.918330835557,-9.879551336382,33.062741791858,34.507251837886
35,0.000001301832,88691.615354181384,5081655.237992282957,84,85,35,79.000000000001,14.899700043062,34.498112498617,0.694253966538,-0.254804610487,-0.966992559679,-29.737318419611,-17.487471491838,34.498112498617
36,0.000001301857,88691.127612541153,5081627.292454805225,84,85,36,79.000000000001,14.899700043062,34.527967787530,0.693788207580,-0.678256443783,-0.734825282953,0.153419825941,34.527626936900,34.527967787530
37,0.000001301880,88691.695225998556,5081659.814310309477,84,85,37,79.000000000001,14.899700043062,34.493223442647,0.694330238505,-0.176838920124,-0.984239806312,-23.056952524859,-25.654617590812,34.493223442647
38,0.000001301908,88691.646091508228,5081656.999111385085,84,85,38,79.000000000001,14.899700043062,34.496231027573,0.694283318523,-0.224966166076,-0.974366575844,-26.325621283951,-22.292411693705,34.496231027573
39,0.000001301023,88691.128402008180,5081627.337687933818,84,85,39,79.000000000001,14.899700043062,34.527919463244,0.693788961466,-0.677676112147,-0.735360515003,-31.633222976917,13.838946005855,34.527919463244
40,0.000001301045,88690.675185207961,5081601.370278077200,84,85,40,79.000000000001,14.899700043062,34.555661442593,0.693356171301,-0.931244968742,-0.364393754327,-27.056635949050,-21.494934027712,34.555661442593
41,0.000001301073,88689.645201195366,5081542.356541189365,84,85,41,79.000000000001,14.899700043062,34.618708079861,0.692372609020,-0.791826620787,0.610745939498,8.805033572941,33.480237945660,34.618708079861
42,0.000001301098,88689.586040664246,5081538.966892442666,84,85,42,79.000000000001,14.899700043062,34.622329371552,0.692316114874,-0.754330359795,0.656495017720,-32.962285027473,-10.592141279263,34.622329371552
43,0.000001301130,88688.969818881233,5081503.659985031933,84,85,43,79.000000000001,14.899700043062,34.660049094145,0.691727666417,-0.236159565307,0.971714289138,-33.534035814717,8.762844583001,34.660049094145
44,0.000001301201,88688.287162940076,5081464.546680743806,84,85,44,79.000000000001,14.899700043062,34.701835336432,0.691075778012,0.429775588281,0.902935736206,-13.486461779068,31.973938205960,34.701835336432
45,0.000001301228,88687.921388628427,5081443.589356431738,84,85,45,79.000000000001,14.899700043062,34.724224849342,0.690726489274,0.724299956327,0.689485005830,-34.717974006401,-0.658841618690,34.724224849342
46,0.000001301262,88687.052848235733,5081393.825657594018,84,85,46,79.000000000001,14.899700043062,34.777389316384,0.689897094293,0.994199227427,-0.107554154652,29.851043621301,17.843262100370,34.777389316384
47,0.000001301292,88687.108227107863,5081396.998633241281,84,85,47,79.000000000001,14.899700043062,34.773999504872,0.689949977221,0.998628286026,-0.052359777977,-31.749507579380,14.184491884863,34.773999504872
48,0.000001301329,88686.681952668063,5081372.574906926602,84,85,48,79.000000000001,14.899700043062,34.800092307920,0.689542915115,0.887613752395,-0.460588565381,-15.299459878158,31.256566543310,34.800092307920
49,0.000001301411,88686.316404124344,5081351.630518164486,84,85,49,79.000000000001,14.899700043062,34.822468001286,0.689193841969,0.664324427457,-0.747444349155,8.323885402496,33.812973981990,34.822468001286
50,0.000001301443,88686.110385973254,5081339.826547604054,84,85,50,79.000000000001,14.899700043062,34.835078635513,0.688997109127,0.497375980794,-0.867535090777,-23.827028202958,25.411718370820,34.835078635513
51,0.000001301483,88685.479398491705,5081303.673627985641,84,85,51,79.000000000001,14.899700043062,34.873702185378,0.688394560466,-0.110191798296,-0.993910341826,31.529661950373,-14.901527485786,34.873702185378
52,0.000001301519,88685.726067786847,5081317.806737532839,84,85,52,79.000000000001,14.899700043062,34.858603242690,0.688630112292,0.135832075638,-0.990731874539,-24.048781973674,25.234466620358,34.858603242690
53,0.000001301563,88685.569148570838,5081308.815928731114,84,85,53,79.000000000001,14.899700043062,34.868208468374,0.688480265479,-0.020664471256,-0.999786467016,-14.720293550843,31.608620969144,34.868208468374
54,0.000001301656,88685.624002367738,5081311.958819783293,84,85,54,79.000000000001,14.899700043062,34.864850797388,0.688532646996,0.034181195212,-0.999415652216,-19.212863485734,29.093361748046,34.864850797388
55,0.000001301694,88685.662277062613,5081314.151798261330,84,85,55,79.000000000001,14.899700043062,34.862507954416,0.688569196638,0.072399151544,-0.997375738052,-33.006372223484,-11.223807442955,34.862507954416
56,0.000001301741,88685.353800854078,5081296.477413432673,84,85,56,79.000000000001,14.899700043062,34.881390177235,0.688274623557,-0.233828663625,-0.972277818356,9.895737168585,33.448255060418,34.881390177235
57,0.000001301782,88685.879608850591,5081326.603992466815,84,85,57,79.000000000001,14.899700043062,34.849204798021,0.688776733208,0.285755144250,-0.958302664890,-22.268964367896,-26.805975099515,34.849204798021
58,0.000001301387,88686.063174427894,5081337.121525309980,84,85,58,79.000000000001,14.899700043062,34.837968514521,0.688952025422,0.455879316932,-0.890041599249,-32.057840837219,-13.637407784264,34.837968514521
59,0.000001300990,88685.633094020770,5081312.479733130895,84,85,59,79.000000000001,14.899700043062,34.864294285690,0.688541328886,0.043265997712,-0.999063588288,-34.854226034410,-0.837820733486,34.864294285690
60,0.000001301029,88684.833474938321,5081266.664934488945,84,85,60,79.000000000001,14.899700043062,34.913239991280,0.687777748908,-0.686263627672,-0.727352894635,-29.328090839084,-18.941948538183,34.913239991280
61,0.000001301078,88683.752241389710,5081204.714815485291,84,85,61,79.000000000001,14.899700043062,34.979423678123,0.686745246925,-0.964625618237,0.263623626862,16.473618478371,30.857413616223,34.979423678123
62,0.000001301121,88683.429517721903,5081186.224111370742,84,85,62,79.000000000001,14.899700043062,34.999178006125,0.686437068523,-0.831218497568,0.555945869039,-34.990210426642,-0.792234437363,34.999178006125
63,0.000001301174,88682.847006922646,5081152.848701052368,84,85,63,79.000000000001,14.899700043062,35.034834236335,0.685880811684,-0.388299024253,0.921533432798,-12.953248818079,32.552311055045,35.034834236335
64,0.000001301287,88682.882624624908,5081154.889445068315,84,85,64,79.000000000001,14.899700043062,35.032654031276,0.685914824084,-0.420868712103,0.907121561409,-25.088588753528,24.450962411148,35.032654031276
65,0.000001301332,88682.407565469912,5081127.670560467988,84,85,65,79.000000000001,14.899700043062,35.061733009065,0.685461176008,0.040645190050,0.999173642830,-30.530954651507,17.239081462380,35.061733009065
66,0.000001301388,88681.731750713894,5081088.949227214791,84,85,66,79.000000000001,14.899700043062,35.103100493668,0.684815820454,0.656727558918,0.754127915779,35.100307368751,-0.442816991270,35.103100493668
67,0.000001301436,88681.776231986049,5081091.497816377319,84,85,67,79.000000000001,14.899700043062,35.100377738172,0.684858296940,0.622544462487,0.782584431372,-22.243596801722,27.152512198410,35.100377738172
68,0.000001301496,88681.643248298758,5081083.878412351012,84,85,68,79.000000000001,14.899700043062,35.108517839565,0.684731306873,0.720812317385,0.693130293023,3.276156561040,34.955326104596,35.108517839565
69,0.000001301548,88682.224518971518,5081117.182768655010,84,85,69,79.000000000001,14.899700043062,35.072937519084,0.685286379478,0.221841757626,0.975082680891,-34.320627494784,7.225335603402,35.072937519084
